Number,FirstName,LastName,Status,Height,InjuryStatus
,Kevin,Toliver II,Inactive,6'2",
,Trayvon,Henderson,Inactive,6'0",
,Phillip,Lindsay,Inactive,5'8",
,Quenton,Meeks,Inactive,6'1",
,Tegray,Scales,Inactive,6'0",
,Sean,Chandler,Inactive,5'10",
,Chandon,Sullivan,Inactive,5'11",
,Ola,Adeniyi,Inactive,6'1",
,J.C.,Jackson,Inactive,6'1",
,Godwin,Igwebuike,Inactive,6'0",
,Rico,Gafford,Inactive,5'10",
,Christian,Blake,Inactive,6'1",
,Devin,Gray,Inactive,6'0",
,Jacob,Tuioti-Mariner,Inactive,6'2",
,Gus,Edwards,Inactive,6'1",
,Chris,Board,Inactive,6'2",
,Mike,Love,Inactive,6'3",
,Michael,Joseph,Inactive,6'0",
,Jordan,Franks,Inactive,6'4",
,Christian,DiLauro,Inactive,6'6",
,Daniel,Ekuale,Inactive,6'3",
,Robert,Foster,Inactive,6'2",
,Tyler,Lancaster,Inactive,6'3",
,Vyncint,Smith,Inactive,6'3",
,Robert,Jackson,Inactive,6'2",
,Chris,Cooper,Inactive,5'10",
,Steven,Parker,Inactive,6'1",
,David,Steinmetz,Inactive,6'8",
,Frank,Herron,Inactive,6'5",
,Deon,Yelder,Inactive,6'4",
,Linden,Stephens,Inactive,6'0",
,Nick,Gates,Inactive,6'5",
,Ryan,Santoso,Inactive,6'5",
,Grant,Haley,Inactive,5'9",
,Jeff,Wilson Jr.,Inactive,6'0",
,Ross,Dwelley,Inactive,6'5",
,Emmanuel,Moseley,Inactive,5'11",
,Cameron,Batson,Inactive,5'8",
,Joshua,Kalu,Inactive,6'0",
,Timon,Parris,Inactive,6'6",
,Danny,Johnson,Inactive,5'9",
,Jordan,Veasy,Inactive,6'3",
,Elijah,Nkansah,Inactive,6'1",
,Abdullah,Anderson,Inactive,6'4",
,KC,McDermott,Inactive,6'5",
,Brandon,Powell,Inactive,5'8",
,Austin,Larkin,Inactive,6'3",
,George,Odum,Inactive,6'1",
,Tomasi,Laulile,Inactive,6'3",
,Ryan,Hunter,Inactive,6'3",
,Darrel,Williams,Inactive,5'11",
,Jimmy,Murray,Inactive,6'5",
,Niles,Scott,Inactive,6'2",
,A.J.,Moore,Inactive,5'11",
,Trent,Harris,Inactive,6'2",
,Henry,Mondeaux,Inactive,6'5",
,Jeremiah,Kolone,Inactive,6'3",
,Chris,Lacy,Inactive,6'3",
,Ryan,Neal,Inactive,6'3",
,Dontrell,Hilliard,Inactive,5'11",
,Darious,Williams,Inactive,5'9",
,Johnny,Stanton IV,Inactive,6'2",
,Chad,Beebe,Inactive,5'10",
,Andre,Chachere,Inactive,6'0",
,Deontez,Alexander,Inactive,6'2",
,Dallin,Leavitt,Inactive,5'10",
,DeMarquis,Gates,Inactive,6'2",
,Jaeden,Graham,Inactive,6'4",
,Josh,Woods,Inactive,6'1",
,KhaDarel,Hodge,Inactive,6'2",
,John,Wolford,Inactive,6'1",
,Chris,Jones,Inactive,6'0",
,Alexander,Johnson,Inactive,6'2",
,Tristan,Vizcaino,Inactive,6'2",
,Diontae,Spencer,Inactive,5'8",
,Sam,Eguavoen,Inactive,6'1",
,Deionte,Thompson,Inactive,6'1",
,Nasir,Adderley,Inactive,6'0",
,Dakota,Allen,Inactive,6'1",
,J.J.,Arcega-Whiteside,Inactive,6'2",
,Ryquell,Armstead,Inactive,5'11",
,Blessuan,Austin,Inactive,6'1",
,Mike,Edwards,Inactive,5'10",
,Emeke,Egbule,Inactive,6'2",
,Bobby,Evans,Inactive,6'4",
,Rashad,Fenton,Inactive,5'11",
,Clelin,Ferrell,Inactive,6'4",
,Travis,Fulgham,Inactive,6'2",
,Lamont,Gaillard,Inactive,6'3",
,Greg,Gaines,Inactive,6'1",
,Ulysees,Gilbert,Inactive,6'0",
,Kevin,Givens,Inactive,6'1",
,Terry,Godwin,Inactive,5'11",
,Porter,Gustin,Inactive,6'5",
,Terez,Hall,Inactive,6'2",
,Chase,Hansen,Inactive,6'3",
,Damien,Harris,Inactive,5'11",
,Penny,Hart,Inactive,5'8",
,Phil,Haynes,Inactive,6'4",
,Daniel,Helm,Inactive,6'4",
,Darrell,Henderson Jr.,Inactive,5'8",
,Elijah,Holyfield,Inactive,5'10",
,Tyree,Jackson,Inactive,6'7",
61,Andre,James,Active,6'4",
,Gary,Jennings,Inactive,6'1",
,Jaquan,Johnson,Inactive,5'10",
,KeeSean,Johnson,Inactive,6'1",
,Bisi,Johnson,Inactive,6'0",
,Darryl,Johnson,Inactive,6'6",
,Michael,Jordan,Active,6'6",
,Kingsley,Keke,Inactive,6'3",
,Justin,Layne,Inactive,6'2",
,Jonathan,Ledbetter,Inactive,6'4",
,Donnie,Lewis Jr.,Inactive,6'0",
,Greg,Little,Inactive,6'5",
,David,Long Jr.,Inactive,5'11",
,Alize,Mack,Inactive,6'4",
,Alexander,Mattison,Inactive,5'11",
,Kaleb,McGary,Inactive,6'6",
,Jordan,Miller,Inactive,6'2",
,Jimmy,Moreland,Inactive,5'11",
,Stanley,Morgan Jr.,Inactive,6'0",
,Trayvon,Mullen,Inactive,6'2",
,Sam,Mustipher,Inactive,6'3",
,Yosh,Nijman,Inactive,6'7",
,Bobby,Okereke,Inactive,6'2",
,Qadree,Ollison,Inactive,6'1",
,Devine,Ozigbo,Inactive,6'0",
,Donald,Parham Jr.,Inactive,6'8",
,Jacques,Patrick,Inactive,6'2",
,Ross,Pierschbacher,Inactive,6'4",
,Germaine,Pratt,Inactive,6'3",
,Taylor,Rapp,Inactive,6'0",
,Deebo,Samuel Sr.,Inactive,6'0",
,Miles,Sanders,Inactive,5'11",
,Khalen,Saunders Jr.,Inactive,6'0",
,Max,Scharping,Inactive,6'6",
,Kendall,Sheffield,Inactive,5'11",
,Brett,Rypien,Inactive,6'2",
,Chris,Slayton,Inactive,6'4",
,Cameron,Smith,Inactive,6'2",
,Jaylen,Smith,Inactive,6'2",
,Kaden,Smith,Inactive,6'5",
,Saivion,Smith,Inactive,6'1",
,Benny,Snell Jr.,Inactive,5'10",
,Jace,Sternberger,Inactive,6'4",
,Tommy,Sweeney,Inactive,6'5",
,Jahlani,Tavai,Inactive,6'2",
,Marvell,Tell III,Inactive,6'2",
,Darwin,Thompson,Inactive,5'8",
,Armon,Watts,Inactive,6'5",
,Antoine,Wesley,Inactive,6'4",
,Devin,White,Inactive,6'0",
,Dexter,Williams,Inactive,5'11",
,Greedy,Williams,Inactive,6'2",
,Jonah,Williams,Inactive,6'5",
,Preston,Williams,Inactive,6'5",
,Trayveon,Williams,Inactive,5'8",
,Chase,Winovich,Inactive,6'3",
,Renell,Wren,Inactive,6'5",
,Oshane,Ximines,Inactive,6'4",
,John,Cominsky,Inactive,6'5",
,Ryan,Connelly,Inactive,6'2",
,Lester,Cotton,Inactive,6'4",
,Yodny,Cajuste,Inactive,6'5",
,Parris,Campbell,Inactive,6'0",
,Ben,Banogu,Inactive,6'3",
,Alex,Bars,Inactive,6'5",
,Kendall,Blanton,Inactive,6'6",
,Amani,Bledsoe,Inactive,6'4",
,Kris,Boyd,Inactive,5'11",
,Ryan,Bates,Inactive,6'4",
,Beau,Benzschawel,Inactive,6'6",
,Jordan,Brailford,Inactive,6'3",
,Jordan,Brown,Inactive,6'0",
,Ben,Burr-Kirven,Inactive,6'0",
,Elliott,Fry,Inactive,6'0",
,Ishmael,Hyman,Inactive,6'0",
,Ugo,Amadi,Inactive,5'9",
,Wes,Martin,Inactive,6'3",
,Drew,Forbes,Inactive,6'5",
,Austin,Seibert,Inactive,5'9",
,Sione,Takitaki,Inactive,6'1",
,Ka'dar,Hollman,Inactive,6'0",
,Cullen,Gillaspia,Inactive,6'2",
,Xavier,Crawford,Inactive,5'11",
,Gerri,Green,Inactive,6'4",
,Cortez,Broughton,Inactive,6'2",
,Donovan,Wilson,Inactive,6'0",
,Quinton,Bell,Inactive,6'4",
,Tim,Harris,Inactive,6'1",
,John,Lovett,Inactive,6'2",
,Matt,Sokol,Inactive,6'5",
,Koda,Martin,Inactive,6'6",
,Brandon,Dillon,Inactive,6'5",
,Deonte,Harty,Inactive,5'6",
,Ethan,Greenidge,Inactive,6'4",
,Kyle,Phillips,Inactive,6'4",
,Chris,Westry,Inactive,6'4",
,Brandon,Rusnak,Inactive,5'11",
,Jason,Moore,Inactive,6'3",
,Joshua,Miles,Inactive,6'5",
,Michael,Dogbe,Inactive,6'3",
,Rodney,Randle Jr.,Inactive,6'0",
,Nik,Needham,Inactive,6'0",
,Alexander,Myres,Inactive,5'11",
,Ian,Bunting,Inactive,6'7",
,Blake,Hance,Inactive,6'5",
,Tim,Ward,Inactive,6'6",
,Calvin,Anderson,Inactive,6'5",
,Wyatt,Miller,Inactive,6'5",
,Dylan,Mabin,Inactive,6'1",
,Damarea,Crockett,Inactive,5'11",
,Jamal,Davis II,Inactive,6'4",
,Trenton,Irwin,Inactive,6'1",
,Deion,Calhoun,Inactive,6'3",
,Aaron,Monteiro,Inactive,6'7",
,David,Blough,Inactive,6'1",
,Matt,Colburn,Inactive,5'10",
,Alex,Bachman,Inactive,6'0",
,Nsimba,Webster,Inactive,5'10",
,Marquise,Copeland,Inactive,6'2",
,Jamie,Gillan,Inactive,6'1",
,Jayson,Stanley,Inactive,6'2",
,Khari,Blasingame,Inactive,6'0",
,Chandler,Brewer,Inactive,6'6",
,Troy,Reeder,Inactive,6'3",
,Micah,Abernathy,Inactive,6'0",
,Noah,Dawkins,Inactive,6'1",
,Jacob,Bobenmoyer,Inactive,6'0",
,Malik,Reed,Inactive,6'2",
,Trinity,Benson,Inactive,6'0",
,Derick,Roberson,Inactive,6'3",
,Darius,Harris,Inactive,6'2",
,Jody,Fortson,Inactive,6'4",
,Steven,Sims,Inactive,5'10",
,Quinn,Bailey,Inactive,6'6",
,Randy,Ramsey,Inactive,6'3",
,Kabion,Ento,Inactive,6'1",
,Nate,Becker,Inactive,6'5",
,Matt,Nelson,Inactive,6'7",
,Derrick,Kelly II,Inactive,6'5",
,Anthony,Rush,Inactive,6'5",
,Daniel,Wise,Inactive,6'3",
,Jonathan,Harris,Inactive,6'5",
,D.J.,Montgomery,Inactive,6'1",
,Willie,Wright,Inactive,6'3",
,Curtis,Bolton III,Inactive,6'0",
,Bryan,Mone,Inactive,6'3",
,Darrius,Shepherd,Inactive,5'11",
,Austin,Walter,Inactive,5'8",
,Terrell,Bonds,Inactive,5'8",
,Herb,Miller,Inactive,6'2",
,Anthony,Chesley,Inactive,6'0",
,Chris,Myarick,Inactive,6'5",
,Craig,Reynolds,Inactive,5'11",
,Garrett,McGhin,Inactive,6'6",
,Tuzar,Skipper,Inactive,6'3",
,Jake,Gervase,Inactive,6'1",
,D'Ernest,Johnson,Inactive,5'11",
,Casey,Tucker,Inactive,6'6",
,Olive,Sagapolu,Inactive,6'2",
,Dejuan,Neal,Inactive,5'10",
,Cameron,Nizialek,Inactive,6'2",
,Jordan,Ta'amu,Inactive,6'3",
,Derrick,Gore,Inactive,5'10",
,Jared,Pinkney,Inactive,6'4",
,Brycen,Hopkins,Inactive,6'4",
,Cam,Akers,Inactive,5'10",
,Jonathan,Kongbo,Inactive,6'5",
,Binjimen,Victor,Inactive,6'4",
,James,Proche II,Inactive,5'11",
,Easop,Winston,Inactive,6'0",
,Joe,Reed,Inactive,6'0",
,Nick,Bowers,Inactive,6'4",
,Gabe,Davis,Inactive,6'2",
,Bryan,Edwards,Inactive,6'3",
,John,Hightower,Inactive,6'2",
,Giovanni,Ricci,Inactive,6'3",
,Lynn,Bowden Jr.,Inactive,6'1",
,Isaiah,Zuber,Inactive,6'0",
,Aaron,Fuller,Inactive,5'11",
,Tyler,Vaughns,Inactive,6'2",
,Jason,Huntley,Inactive,5'9",
,JaMycal,Hasty,Inactive,5'8",
,Najee,Harris,Inactive,6'1",
,Clyde,Edwards-Helaire,Inactive,5'7",
,Devin,Asiasi,Inactive,6'3",
,Eno,Benjamin,Inactive,5'9",
,Joshua,Kelley,Inactive,5'11",
,Larry,Rountree III,Inactive,5'10",
,Jonathan,Ward,Inactive,5'11",
,Darius,Anderson,Inactive,5'11",
,Noah,Togiai,Inactive,6'4",
,Trey,Sermon,Inactive,6'0",
,Josiah,Deguara,Inactive,6'2",
,Steven,Montez,Inactive,6'4",
,Kellen,Mond,Inactive,6'3",
,Darius,Bradwell,Inactive,6'0",
,Jake,Fromm,Inactive,6'2",
,Xavier,Jones,Inactive,5'11",
,Kylin,Hill,Inactive,5'10",
,Caleb,Huntley,Inactive,5'10",
,Chase,Allen,Inactive,6'6",
,Stephen,Sullivan,Inactive,6'5",
,Chris,Streveler,Inactive,6'1",
,Raymond,Calais,Inactive,5'8",
,Antonio,Gibson,Inactive,6'0",
,Derrek,Tuszka,Inactive,6'5",
,Curtis,Weaver,Inactive,6'2",
,James,Smith-Williams,Inactive,6'3",
,A.J.,Epenesa,Active,6'6",
,John,Penisini,Inactive,6'2",
,Rashard,Lawrence,Inactive,6'2",
,Yetur,Gross-Matos,Inactive,6'5",
,Tipa,Galeai,Inactive,6'5",
,Alton,Robinson,Inactive,6'3",
,La'Darius,Hamilton,Inactive,6'2",
,Jabari,Zuniga,Inactive,6'3",
,Shaun,Bradley,Inactive,6'1",
,J.R.,Reed,Inactive,6'1",
,Jordan,Fuller,Inactive,6'2",
,Thaddeus,Moss,Inactive,6'3",
,Dezmon,Patmon,Inactive,6'4",
,James,Morgan,Inactive,6'4",
,Chris,Finke,Inactive,5'9",
,Isaiah,Coulter,Inactive,6'2",
,Aaron,Parker,Inactive,6'2",
,Omar,Bayless,Inactive,6'1",
,Shaq,Quarterman,Inactive,6'0",
,Jacob,Phillips,Inactive,6'3",
,Clay,Johnston,Inactive,6'1",
,Kenneth,Murray Jr.,Inactive,6'2",
,Davion,Taylor,Inactive,6'1",
,De'Jon,Harris,Inactive,6'0",
,Yasir,Durant,Inactive,6'6",
,Logan,Wilson,Inactive,6'2",
,Kamal,Martin,Inactive,6'3",
,Mekhi,Becton,Inactive,6'7",
,Hakeem,Adeniji,Inactive,6'4",
,Azur,Kamara,Inactive,6'4",
,Lucas,Niang,Inactive,6'6",
,Prince Tega,Wanogho,Inactive,6'5",
,John,Molchon,Inactive,6'5",
,Logan,Stenberg,Inactive,6'6",
,Solomon,Kindley,Inactive,6'4",
,Shane,Lemieux,Inactive,6'4",
,Jeff,Okudah,Inactive,6'1",
,Trevon,Diggs,Inactive,6'1",
,Troy,Pride Jr.,Inactive,5'11",
,John,Reid,Inactive,5'10",
,Raekwon,Davis,Inactive,6'7",
,Javaris,Davis,Inactive,5'10",
,Lavert,Hill,Inactive,5'10",
,Khalil,Davis,Inactive,6'2",
,Darrion,Daniels,Inactive,6'3",
,Bryce,Hall,Inactive,6'1",
,Nevelle,Clarke,Inactive,6'1",
,Joseph,Charlton,Inactive,6'5",
,Jared,Mayden,Inactive,6'0",
,Tommy,Kraemer,Inactive,6'6",
,Rodrigo,Blankenship,Inactive,6'1",
,Eli,Wolf,Inactive,6'4",
,Lirim,Hajrullahu,Inactive,5'11",
,Ty'Son,Williams,Inactive,6'0",
,Derrick,Dillon,Inactive,5'11",
,Kenny,Robinson,Inactive,6'2",
,Chris,Claybrooks,Inactive,5'9",
,Jashon,Cornell,Inactive,6'3",
,Vernon,Scott,Inactive,6'2",
,Bopete,Keyes,Inactive,6'1",
,Chris,Jackson,Inactive,5'10",
,Sterling,Hofrichter,Inactive,5'10",
,Tae,Crowder,Inactive,6'1",
,Reid,Sinnett,Inactive,6'4",
,Jace,Whittaker,Inactive,5'11",
,Jarren,Williams,Inactive,5'10",
,Juwan,Green,Inactive,6'0",
,Evin,Ksiezarczyk,Inactive,6'6",
,Austin,Edwards,Inactive,6'3",
,Ray,Wilborn,Inactive,6'4",
,Tyler,Hall,Inactive,5'10",
,Jaylon,Moore,Inactive,5'11",
,Aaron,Crawford,Inactive,6'1",
,Antonio,Williams,Inactive,5'11",
,Ike,Brown,Inactive,6'1",
,Josh,Thomas,Inactive,6'0",
,Kendall,Hinton,Inactive,6'0",
,Rashad,Smith,Inactive,6'1",
,Andre,Baccellia,Inactive,5'10",
,Maurice,Ffrench,Inactive,5'11",
,Scotty,Washington,Inactive,6'5",
,Ja'Marcus,Bradley,Inactive,6'0",
,Jameson,Houston,Inactive,5'11",
,Jovante,Moffatt,Inactive,5'11",
,Elijah,Benton,Inactive,6'1",
,Ron'Dell,Carter,Inactive,6'3",
,Myles,Hartsfield,Inactive,5'11",
,Dieter,Eiselen,Inactive,6'4",
,Mike,Horton,Inactive,6'4",
,Arryn,Siposs,Inactive,6'2",
,Krys,Barnes,Inactive,6'2",
,Auzoyah,Alufohai,Inactive,6'4",
,Jamir,Jones,Inactive,6'3",
,DeMichael,Harris,Inactive,5'8",
,Carter,O'Donnell,Inactive,6'5",
,Josh,Hammond,Inactive,6'0",
,Ben,Ellefson,Inactive,6'3",
,Doug,Costin,Inactive,6'2",
,Dominik,Eberle,Inactive,6'1",
,Gabe,Nabers,Inactive,6'3",
,Jeff,Cotton,Inactive,6'2",
,Madre,Harper,Inactive,6'1",
,Jessie,Lemonier,Inactive,6'2",
,Donte,Vaughn,Inactive,6'2",
,J.J.,Koski,Inactive,6'1",
,JuJu,Hughes,Inactive,5'11",
,Kirk,Merritt,Inactive,6'1",
,Matt,Cole,Inactive,5'10",
,Jake,Bargas,Inactive,6'2",
,Nakia,Griffin-Stewart,Inactive,6'5",
,David,Moa,Inactive,6'3",
,Myles,Dorn,Inactive,6'2",
,Bill,Murray,Inactive,6'3",
,Jordan,Steckler,Inactive,6'5",
,Darrin,Paulo,Inactive,6'5",
,Tino,Ellis,Inactive,6'1",
,Case,Cookus,Inactive,6'4",
,Rysen,John,Inactive,6'7",
,Bryce,Huff,Inactive,6'3",
,Michael,Jacquet,Inactive,6'2",
,Elijah,Riley,Inactive,6'0",
,Matt,Leo,Inactive,6'7",
,Sandro,Platzgummer,Inactive,6'0",
,Josh,Hokit,Inactive,6'1",
,Gavin,Heslop,Inactive,6'0",
,Brandon,Kemp,Inactive,6'7",
,Kobe,Smith,Inactive,6'2",
,Parnell,Motley,Inactive,6'0",
,Rashod,Berry,Inactive,6'4",
,Nathan,Cottrell,Inactive,5'11",
,Sam,Tecklenburg,Inactive,6'4",
,Tyler,Clark,Inactive,6'4",
,Luther,Kirk IV,Inactive,6'2",
,Tre'Vour,Wallace-Simms,Inactive,6'5",
,Delontae,Scott,Inactive,6'5",
,Jonathan,Hubbard,Inactive,6'4",
,Paul,Quessenberry,Inactive,6'2",
,Aaron,Patrick,Inactive,6'4",
,Innis,Gaines,Inactive,6'1",
,Hunter,Thedford,Inactive,6'6",
,Kyle,Trask,Inactive,6'5",
,Ian,Book,Inactive,6'0",
,Desmond,Ridder,Inactive,6'3",
,Dustin,Crum,Inactive,6'1",
,K.J.,Costello,Inactive,6'5",
,Peyton,Hendershot,Inactive,6'4",
,Matt,Bushman,Inactive,6'5",
,Nick,Eubanks,Inactive,6'5",
,Tony,Poljan,Inactive,6'7",
,A.J.,Rose,Inactive,6'1",
,CJ,Verdell,Inactive,5'8",
,D'Vonte,Price,Inactive,6'1",
,De'Montre,Tuggle,Inactive,5'8",
,Deandre,Torrey,Inactive,5'7",
,C.J.,Marable,Inactive,5'7",
,Trey,Ragas,Inactive,5'10",
,Zamir,White,Inactive,5'11",
,Stevie,Scott III,Inactive,6'2",
,Pooka,Williams Jr.,Inactive,5'9",
,Master,Teague,Inactive,5'11",
,Jermar,Jefferson,Inactive,5'10",
,Gerrid,Doaks,Inactive,5'11",
,Greg,Bell,Inactive,6'0",
,Keaontay,Ingram,Inactive,6'0",
,Kennedy,Brooks,Inactive,5'11",
,Khalil,Herbert,Inactive,5'9",
,Dee,Eskridge,Inactive,5'9",
,Dax,Milne,Inactive,6'1",
,Dazz,Newsome,Inactive,5'10",
,Amari,Rodgers,Inactive,5'9",
,Cade,Johnson,Inactive,5'10",
,Anthony,Schwartz,Inactive,6'0",
,Emeka,Emezie,Inactive,6'3",
,Jaelon,Darden,Inactive,5'8",
,Ty,Fryfogle,Inactive,6'2",
,Warren,Jackson,Inactive,6'6",
,Shi,Smith,Inactive,5'10",
,T.J.,Vasher,Inactive,6'5",
,Tre,Nixon,Inactive,6'2",
,Kaylon,Geiger,Inactive,5'10",
,Marquez,Stevenson,Inactive,5'10",
,Blake,Proehl,Inactive,6'1",
,Myron,Mitchell,Inactive,6'1",
,Reggie,Roberson Jr.,Inactive,5'11",
,Rondale,Moore,Inactive,5'7",
,Dillon,Stoner,Inactive,6'0",
,DJ,Turner,Inactive,5'9",
,Chris,Evans,Inactive,5'11",
,JaQuan,Hardy,Inactive,5'10",
,Josh,Johnson,Inactive,5'9",
,Shaun,Beyer,Inactive,6'5",
,Dylan,Soehner,Inactive,6'6",
,Briley,Moore,Inactive,6'4",
,Zach,Davidson,Inactive,6'7",
,Mekhi,Sargent,Inactive,5'8",
,Connor,Wedington,Inactive,6'0",
,Caleb,Farley,Inactive,6'2",
,Matt,Ammendola,Inactive,5'9",
,Jack,Anderson,Inactive,6'4",
,Jose,Borregales,Inactive,5'10",
,Deonte,Brown,Inactive,6'4",
,Shakur,Brown,Inactive,5'10",
,Lorenzo,Burns,Inactive,5'11",
,Marvin,Wilson,Inactive,6'4",
,Tory,Carter,Inactive,6'0",
,Drue,Chrisman,Inactive,6'3",
,Brady,Christensen,Inactive,6'6",
,Trill,Williams,Inactive,6'1",
,Rodarius,Williams,Inactive,6'0",
,James,Wiggins,Inactive,5'11",
,Jake,Curhan,Inactive,6'6",
,Drew,Dalman,Inactive,6'3",
,Mark,Webb Jr.,Inactive,6'1",
,Shawn,Davis,Inactive,5'11",
,Kary,Vincent Jr.,Inactive,5'10",
,Marlon,Tuipulotu,Inactive,6'2",
,Bryce,Thompson,Inactive,5'11",
,Victor,Dimukeje,Inactive,6'2",
,Dai'Jean,Dixon,Inactive,6'4",
,Tommy,Doyle,Inactive,6'8",
,JaCoby,Stevens,Inactive,6'1",
49,Charles,Snowden,Active,6'7",
,Jordan,Smith,Inactive,6'6",
,Adrian,Ealy,Inactive,6'6",
,D'Ante,Smith,Inactive,6'5",
,Liam,Eichenberg,Inactive,6'6",
,Austin,Faoliu,Inactive,6'3",
,Tyler,Shelvin,Inactive,6'3",
,Mark,Gilbert,Inactive,6'1",
,Richie,Grant,Inactive,6'0",
,Carson,Green,Inactive,6'6",
,Olaijah,Griffin,Inactive,6'0",
,Daelin,Hayes,Inactive,6'4",
,Justin,Hilliard,Inactive,6'1",
,Wyatt,Hubert,Inactive,6'3",
,Sadarius,Hutcherson,Inactive,6'3",
,Tarron,Jackson,Inactive,6'2",
,Janarius,Robinson,Inactive,6'5",
,Brenden,Jaimes,Inactive,6'5",
,Hamilcar,Rashed,Inactive,6'2",
,Buddy,Johnson,Inactive,6'2",
,Jamar,Johnson,Inactive,6'1",
,Patrick,Johnson,Inactive,6'2",
,Amen,Ogbongbemiga,Inactive,6'1",
,Tre,Norwood,Inactive,6'0",
,Hamsah,Nasirildeen,Inactive,6'3",
,David,Moore,Inactive,6'2",
,Forrest,Merrill,Inactive,6'1",
,Joshua,Kaindoh,Inactive,6'6",
,Richard,LeCounte III,Inactive,5'11",
,Ifeatu,Melifonwu,Inactive,6'3",
,Michal,Menet,Inactive,6'4",
,Boogie,Basham,Inactive,6'3",
,Camaron,Cheeseman,Inactive,6'4",
,Larnel,Coleman,Inactive,6'6",
,Caleb,Johnson,Inactive,6'2",
,A.J.,Parker,Inactive,5'11",
,Carlo,Kemp,Inactive,6'3",
,Bailey,Gaither,Inactive,6'0",
,Ben,DeLuca,Inactive,6'1",
,B.J.,Emmons,Inactive,6'0",
,Nick,McCloud,Inactive,6'1",
,Darius,Hodge,Inactive,6'1",
,Andre,Mintze,Inactive,6'3",
,Donovan,Stiner,Inactive,6'2",
,Landen,Akers,Inactive,6'0",
,Troy,Warner,Inactive,6'1",
,Braylon,Jones,Inactive,6'3",
,Nolan,Laufenberg,Inactive,6'3",
,Greg,Eiland,Inactive,6'8",
,Elijah,Ponder,Inactive,6'3",
,Cole,Banwart,Inactive,6'4",
,John,Raine,Inactive,6'1",
,Grant,Hermanns,Inactive,6'7",
,Dorian,Etheridge,Inactive,6'3",
,Bernhard,Seikovits,Inactive,6'5",
,Aaron,Donkor,Inactive,6'1",
,Alfredo,Gutierrez,Inactive,6'9",
,Max,Pircher,Inactive,6'7",
,Milo,Eifler,Inactive,6'2",
,Jake,Hausmann,Inactive,6'4",
,Jacob,Capra,Inactive,6'5",
,Quinn,Nordin,Inactive,6'1",
,Nick,Guggemos,Inactive,6'5",
,Barrington,Wade,Inactive,6'1",
,Jarrod,Hewitt,Inactive,6'1",
,C.J.,Saunders,Inactive,5'10",
,Jake,Verity,Inactive,6'2",
,Travis,Toivonen,Inactive,6'4",
,Tyrone,Wheatley Jr.,Inactive,6'6",
,Damon,Lloyd,Inactive,6'0",
,Sal,Cannella,Inactive,6'5",
,Lakiem,Williams,Inactive,5'11",
,Jalen,Wydermyer,Inactive,6'5",
,Jadon,Haselwood,Inactive,6'2",
,Jaquarii,Roberson,Inactive,6'1",
,Kearis,Jackson,Inactive,5'11",
,Carson,Strong,Inactive,6'3",
,Isaiah,Spiller,Inactive,6'1",
35,Sincere,McCormick,Active,5'8",
,Max,Borghi,Inactive,5'10",
,T.J.,Pledger,Inactive,5'9",
,Leddie,Brown,Inactive,6'0",
,Devon,Williams,Inactive,6'5",
,Kevin,Marks Jr.,Inactive,5'11",
,Charleston,Rambo,Inactive,6'1",
,Emory,Jones,Inactive,6'2",
,Jack,Coan,Inactive,6'3",
,Travis,Dye,Inactive,5'10",
,Jake,Haener,Inactive,6'1",
,Dontario,Drummond,Inactive,6'1",
,Jaivon,Heiligh,Inactive,6'2",
,Hassan,Haskins,Inactive,6'2",
,Jalyn,Armour-Davis,Inactive,6'1",
,Brian,Asamoah II,Inactive,6'1",
,B.J.,Baylor,Inactive,5'10",
,Slade,Bolden,Inactive,5'11",
,Stanley,Berryhill,Inactive,5'11",
,Gabe,Brkic,Inactive,6'3",
,Raheem,Blackshear,Inactive,5'9",
,Damion,Daniels,Inactive,6'3",
,Carson,Wells,Inactive,6'3",
,William,Dunkle,Inactive,6'5",
,Jerrion,Ealy,Inactive,5'8",
,James,Empey,Inactive,6'3",
,Khalan,Tolson,Inactive,6'0",
,Nick,Ford,Inactive,6'5",
,Isaac,Taylor-Stuart,Inactive,6'2",
,Mika,Tafua,Inactive,6'3",
,Chris,Steele,Inactive,6'1",
,Tyler,Snead,Inactive,5'7",
,Brandon,Smith,Inactive,6'3",
,Jerreth,Sterns,Inactive,5'9",
,Kenyon,Green,Inactive,6'4",
,Bookie,Radley-Hiles,Inactive,5'9",
,Jaxson,Kirkland,Inactive,6'7",
,DeMarvin,Leal,Inactive,6'4",
,Neil,Pau'u,Inactive,6'4",
,Jordan,Murray,Inactive,6'9",
,Neil,Farrell,Inactive,6'4",
,Haskell,Garrett,Inactive,6'2",
,Perrion,Winfrey,Inactive,6'4",
,Josh,Paschal,Inactive,6'3",
,Jeremiah,Moon,Inactive,6'5",
,Justin,Shaffer,Inactive,6'4",
,Lecitus,Smith,Inactive,6'3",
,Yusuf,Corker,Inactive,6'0",
,Damarri,Mathis,Inactive,5'11",
,DeVonte,Dedmon,Inactive,5'10",
,Drew,Desjarlais,Inactive,6'2",
,Jeremiah,Hall,Inactive,6'2",
,Jeremiah,Gemmel,Inactive,6'1",
,Sterling,Weatherford,Inactive,6'4",
,ZaQuandre,White,Inactive,6'1",
,Kyron,Johnson,Inactive,6'0",
,Brandin,Dandridge,Inactive,5'10",
,Dontay,Demus Jr.,Inactive,6'3",
85,Jalen,Moreno-Cropper,Active,6'0",
,Trestan,Ebner,Inactive,5'11",
